Month,country,role,event_batch,goldstein_mean,goldstein_median,event_count,goldstein_weighted
2017-05-01,IRL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2017-05-01,ITA,actor2,direct_economic_action,6.4,6.4,8,51.2
2017-05-01,ITA,actor2,economic_policy_signal,0.0,0.0,1,0.0
2017-05-01,NLD,actor1,direct_economic_action,4.32,7.4,5,21.6
2017-05-01,NLD,actor1,economic_policy_signal,0.0,0.0,1,0.0
2017-05-01,NLD,actor2,economic_policy_signal,0.0,0.0,2,0.0
2017-05-01,PRT,actor1,direct_economic_action,7.4,7.4,1,7.4
2017-06-01,AUT,actor1,direct_economic_action,7.4,7.4,1,7.4
2017-06-01,BEL,actor1,direct_economic_action,6.4,6.4,1,6.4
2017-06-01,BEL,actor1,economic_policy_signal,3.466666666666667,5.2,3,10.4
2017-06-01,BEL,actor2,direct_economic_action,6.4,6.4,2,12.8
2017-06-01,DEU,actor1,direct_economic_action,3.230769230769231,6.4,13,42.0
2017-06-01,DEU,actor1,economic_policy_action,5.0,5.0,1,5.0
2017-06-01,DEU,actor1,economic_policy_signal,2.6,2.6,2,5.2
2017-06-01,DEU,actor2,direct_economic_action,3.4222222222222225,6.4,9,30.800000000000004
2017-06-01,DEU,actor2,economic_policy_signal,0.0,0.0,2,0.0
2017-06-01,ESP,actor1,economic_policy_action,5.0,5.0,1,5.0
2017-06-01,ESP,actor1,economic_policy_signal,2.6,2.6,2,5.2
2017-06-01,ESP,actor2,direct_economic_action,6.400000000000001,6.4,3,19.200000000000003
2017-06-01,ESP,actor2,economic_policy_action,5.0,5.0,2,10.0
2017-06-01,ESP,actor2,economic_policy_signal,5.2,5.2,3,15.600000000000001
2017-06-01,FRA,actor1,direct_economic_action,7.4,7.4,5,37.0
2017-06-01,FRA,actor1,economic_policy_action,5.0,5.0,2,10.0
2017-06-01,FRA,actor1,economic_policy_signal,3.4,3.4,2,6.8
2017-06-01,FRA,actor2,direct_economic_action,6.525,6.4,8,52.2
2017-06-01,FRA,actor2,economic_policy_action,5.0,5.0,2,10.0
2017-06-01,FRA,actor2,economic_policy_signal,0.0,0.0,2,0.0
2017-06-01,IRL,actor1,direct_economic_action,7.28888888888889,7.4,9,65.60000000000001
2017-06-01,IRL,actor1,economic_policy_action,5.0,5.0,1,5.0
2017-06-01,IRL,actor1,economic_policy_signal,5.2,5.2,3,15.600000000000001
2017-06-01,IRL,actor2,direct_economic_action,7.4,7.4,5,37.0
2017-06-01,IRL,actor2,economic_policy_signal,1.04,0.0,5,5.2
2017-06-01,ITA,actor1,direct_economic_action,5.2444444444444445,6.4,9,47.2
2017-06-01,ITA,actor1,economic_policy_signal,5.2,5.2,3,15.600000000000001
2017-06-01,ITA,actor2,direct_economic_action,6.542857142857144,6.4,7,45.800000000000004
2017-06-01,ITA,actor2,economic_policy_signal,0.0,0.0,2,0.0
2017-06-01,LUX,actor1,direct_economic_action,7.4,7.4,2,14.8
2017-06-01,NLD,actor1,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2017-06-01,NLD,actor2,direct_economic_action,6.4,6.4,1,6.4
2017-06-01,NLD,actor2,economic_policy_action,5.0,5.0,1,5.0
2017-06-01,PRT,actor2,economic_policy_signal,5.2,5.2,1,5.2
2017-07-01,BEL,actor2,direct_economic_action,6.400000000000001,6.4,6,38.400000000000006
2017-07-01,DEU,actor1,direct_economic_action,6.945454545454546,7.4,22,152.8
2017-07-01,DEU,actor1,economic_policy_signal,1.04,0.0,5,5.2
2017-07-01,DEU,actor2,economic_policy_signal,0.0,0.0,3,0.0
2017-07-01,ESP,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2017-07-01,ESP,actor1,economic_policy_action,5.0,5.0,1,5.0
2017-07-01,ESP,actor2,direct_economic_action,6.900000000000001,6.9,6,41.400000000000006
2017-07-01,ESP,actor2,economic_policy_signal,5.2,5.2,1,5.2
2017-07-01,FRA,actor1,direct_economic_action,7.400000000000001,7.4,6,44.400000000000006
2017-07-01,FRA,actor1,economic_policy_signal,0.0,0.0,6,0.0
2017-07-01,FRA,actor2,direct_economic_action,6.971428571428572,7.4,7,48.800000000000004
2017-07-01,FRA,actor2,economic_policy_signal,0.0,0.0,4,0.0
2017-07-01,IRL,actor1,direct_economic_action,6.900000000000001,6.9,12,82.80000000000001
2017-07-01,IRL,actor1,economic_policy_signal,2.55,3.4,4,10.2
2017-07-01,IRL,actor2,direct_economic_action,7.2,7.4,5,36.0
2017-07-01,IRL,actor2,economic_policy_signal,2.6,2.6,2,5.2
2017-07-01,ITA,actor1,direct_economic_action,6.525,6.4,8,52.2
2017-07-01,ITA,actor2,direct_economic_action,6.5,6.4,10,65.0
2017-07-01,NLD,actor2,direct_economic_action,7.4,7.4,4,29.6
2017-07-01,PRT,actor1,direct_economic_action,7.4,7.4,4,29.6
2017-07-01,PRT,actor1,economic_policy_signal,5.2,5.2,1,5.2
2017-07-01,PRT,actor2,direct_economic_action,6.9,6.9,2,13.8
2017-08-01,BEL,actor1,direct_economic_action,6.4,6.4,1,6.4
2017-08-01,BEL,actor2,direct_economic_action,7.4,7.4,1,7.4
2017-08-01,BEL,actor2,economic_policy_action,5.0,5.0,1,5.0
2017-08-01,DEU,actor1,direct_economic_action,7.246153846153846,7.4,13,94.2
2017-08-01,DEU,actor2,direct_economic_action,7.4,7.4,1,7.4
2017-08-01,ESP,actor1,direct_economic_action,6.8,6.4,5,34.0
2017-08-01,ESP,actor1,economic_policy_signal,0.0,0.0,6,0.0
2017-08-01,ESP,actor2,direct_economic_action,7.4,7.4,1,7.4
2017-08-01,ESP,actor2,economic_policy_signal,0.0,0.0,7,0.0
2017-08-01,FIN,actor1,economic_policy_action,5.0,5.0,1,5.0
2017-08-01,FIN,actor1,economic_policy_signal,0.0,0.0,2,0.0
2017-08-01,FIN,actor2,direct_economic_action,6.4,6.4,2,12.8
2017-08-01,FIN,actor2,economic_policy_signal,0.0,0.0,1,0.0
2017-08-01,FRA,actor1,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2017-08-01,FRA,actor1,economic_policy_action,5.0,5.0,3,15.0
2017-08-01,FRA,actor1,economic_policy_signal,0.0,0.0,3,0.0
2017-08-01,FRA,actor2,direct_economic_action,7.233333333333334,7.4,6,43.400000000000006
2017-08-01,FRA,actor2,economic_policy_action,5.0,5.0,3,15.0
2017-08-01,FRA,actor2,economic_policy_signal,0.0,0.0,1,0.0
2017-08-01,IRL,actor1,direct_economic_action,6.511111111111111,6.4,9,58.6
2017-08-01,IRL,actor1,economic_policy_action,5.0,5.0,2,10.0
2017-08-01,IRL,actor1,economic_policy_signal,0.0,0.0,4,0.0
2017-08-01,IRL,actor2,direct_economic_action,7.4,7.4,1,7.4
2017-08-01,IRL,actor2,economic_policy_signal,1.04,0.0,5,5.2
2017-08-01,ITA,actor1,direct_economic_action,7.4,7.4,2,14.8
2017-08-01,ITA,actor2,direct_economic_action,7.4,7.4,1,7.4
2017-08-01,ITA,actor2,economic_policy_signal,0.0,0.0,1,0.0
2017-08-01,NLD,actor1,direct_economic_action,7.4,7.4,1,7.4
2017-08-01,NLD,actor1,economic_policy_signal,3.4,3.4,2,6.8
2017-08-01,NLD,actor2,direct_economic_action,7.4,7.4,1,7.4
2017-08-01,NLD,actor2,economic_policy_action,5.0,5.0,2,10.0
2017-08-01,NLD,actor2,economic_policy_signal,0.0,0.0,1,0.0
2017-09-01,AUT,actor1,direct_economic_action,7.4,7.4,1,7.4
2017-09-01,AUT,actor2,economic_policy_signal,5.2,5.2,3,15.600000000000001
2017-09-01,BEL,actor1,direct_economic_action,7.4,7.4,1,7.4
2017-09-01,DEU,actor1,direct_economic_action,6.733333333333334,6.4,6,40.400000000000006
2017-09-01,DEU,actor1,economic_policy_signal,0.0,0.0,1,0.0
2017-09-01,DEU,actor2,direct_economic_action,2.4285714285714284,6.4,7,17.0
2017-09-01,DEU,actor2,economic_policy_signal,3.466666666666667,5.2,3,10.4
2017-09-01,ESP,actor2,direct_economic_action,6.4,6.4,2,12.8
2017-09-01,FIN,actor1,direct_economic_action,7.4,7.4,2,14.8
2017-09-01,FIN,actor2,direct_economic_action,7.4,7.4,2,14.8
2017-09-01,FRA,actor1,direct_economic_action,7.4,7.4,4,29.6
2017-09-01,FRA,actor1,economic_policy_signal,3.4571428571428577,5.2,7,24.200000000000003
2017-09-01,FRA,actor2,direct_economic_action,7.066666666666666,7.4,9,63.599999999999994
2017-09-01,FRA,actor2,economic_policy_signal,5.2,5.2,2,10.4
2017-09-01,IRL,actor1,direct_economic_action,4.771428571428572,6.4,7,33.400000000000006
2017-09-01,IRL,actor1,economic_policy_signal,3.9000000000000004,5.2,4,15.600000000000001
2017-09-01,IRL,actor2,direct_economic_action,7.233333333333334,7.4,6,43.400000000000006
2017-09-01,IRL,actor2,economic_policy_action,5.0,5.0,1,5.0
2017-09-01,ITA,actor1,economic_policy_signal,3.466666666666667,5.2,3,10.4
2017-09-01,ITA,actor2,economic_policy_signal,4.16,5.2,5,20.8
2017-09-01,NLD,actor1,economic_policy_signal,0.0,0.0,2,0.0
2017-09-01,PRT,actor1,direct_economic_action,6.4,6.4,1,6.4
2017-09-01,PRT,actor1,economic_policy_signal,2.2666666666666666,3.4,3,6.8
2017-09-01,PRT,actor2,direct_economic_action,6.400000000000001,6.4,3,19.200000000000003
2017-10-01,AUT,actor1,economic_policy_signal,0.0,0.0,1,0.0
2017-10-01,BEL,actor1,direct_economic_action,7.4,7.4,1,7.4
2017-10-01,BEL,actor1,economic_policy_signal,0.0,0.0,3,0.0
2017-10-01,BEL,actor2,direct_economic_action,5.2250000000000005,7.4,8,41.800000000000004
2017-10-01,DEU,actor1,direct_economic_action,7.4,7.4,2,14.8
2017-10-01,DEU,actor1,economic_policy_signal,2.08,0.0,5,10.4
2017-10-01,DEU,actor1,economic_threat_pressure,-5.0,-5.0,1,-5.0
2017-10-01,DEU,actor2,economic_policy_signal,0.0,0.0,3,0.0
2017-10-01,ESP,actor1,direct_economic_action,6.4,6.4,2,12.8
2017-10-01,ESP,actor1,economic_policy_signal,2.6,2.6,4,10.4
2017-10-01,ESP,actor2,direct_economic_action,6.9,6.9,2,13.8
2017-10-01,ESP,actor2,economic_policy_signal,1.7333333333333334,0.0,6,10.4
2017-10-01,FIN,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2017-10-01,FIN,actor1,economic_policy_signal,0.0,0.0,1,0.0
2017-10-01,FRA,actor1,direct_economic_action,6.65,6.4,4,26.6
2017-10-01,FRA,actor1,economic_policy_signal,0.0,0.0,3,0.0
2017-10-01,FRA,actor2,direct_economic_action,6.854545454545455,6.4,11,75.4
2017-10-01,FRA,actor2,economic_policy_signal,1.7333333333333334,0.0,3,5.2
2017-10-01,IRL,actor1,direct_economic_action,5.783333333333334,7.4,12,69.4
2017-10-01,IRL,actor1,economic_policy_action,-5.0,-5.0,2,-10.0
2017-10-01,IRL,actor1,economic_policy_signal,2.6,2.6,4,10.4
2017-10-01,IRL,actor2,direct_economic_action,-0.2999999999999998,-0.2999999999999998,2,-0.5999999999999996
2017-10-01,IRL,actor2,economic_policy_signal,3.466666666666667,5.2,3,10.4
2017-10-01,ITA,actor1,direct_economic_action,-8.0,-8.0,1,-8.0
2017-10-01,ITA,actor1,economic_policy_signal,1.7,1.7,2,3.4
2017-10-01,ITA,actor2,direct_economic_action,6.65,6.4,4,26.6
2017-10-01,ITA,actor2,economic_policy_signal,1.7,1.7,2,3.4
2017-10-01,LUX,actor2,direct_economic_action,7.4,7.4,2,14.8
2017-10-01,NLD,actor1,direct_economic_action,7.4,7.4,1,7.4
2017-10-01,NLD,actor2,direct_economic_action,7.4,7.4,2,14.8
2017-10-01,PRT,actor2,direct_economic_action,7.4,7.4,2,14.8
2017-11-01,AUT,actor1,economic_policy_signal,3.4,3.4,1,3.4
2017-11-01,BEL,actor1,economic_policy_signal,3.4,3.4,2,6.8
2017-11-01,BEL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2017-11-01,DEU,actor1,direct_economic_action,6.8,6.4,10,68.0
2017-11-01,DEU,actor1,economic_policy_signal,4.3,4.3,2,8.6
2017-11-01,DEU,actor2,direct_economic_action,6.733333333333334,6.4,3,20.200000000000003
2017-11-01,DEU,actor2,economic_policy_action,5.0,5.0,1,5.0
2017-11-01,DEU,actor2,economic_policy_signal,3.466666666666667,5.2,3,10.4
2017-11-01,ESP,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2017-11-01,ESP,actor1,economic_policy_action,5.0,5.0,2,10.0
2017-11-01,ESP,actor2,economic_policy_action,5.0,5.0,1,5.0
2017-11-01,ESP,actor2,economic_policy_signal,0.0,0.0,1,0.0
2017-11-01,FRA,actor1,direct_economic_action,1.6000000000000003,6.4,3,4.800000000000001
2017-11-01,FRA,actor1,economic_policy_action,5.0,5.0,1,5.0
2017-11-01,FRA,actor1,economic_policy_signal,2.6,2.6,2,5.2
2017-11-01,FRA,actor2,direct_economic_action,6.6,6.4,5,33.0
2017-11-01,FRA,actor2,economic_policy_signal,5.2,5.2,1,5.2
2017-11-01,IRL,actor1,direct_economic_action,6.4,6.4,2,12.8
2017-11-01,IRL,actor2,direct_economic_action,6.4,6.4,4,25.6
2017-11-01,ITA,actor1,direct_economic_action,6.4,6.4,2,12.8
2017-11-01,ITA,actor1,economic_policy_signal,0.0,0.0,1,0.0
2017-11-01,ITA,actor2,direct_economic_action,7.4,7.4,1,7.4
2017-11-01,NLD,actor1,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2017-11-01,NLD,actor1,economic_policy_signal,5.2,5.2,1,5.2
2017-11-01,NLD,actor2,economic_policy_signal,3.466666666666667,5.2,3,10.4
2017-12-01,AUT,actor1,economic_policy_action,5.0,5.0,1,5.0
2017-12-01,AUT,actor2,economic_threat_pressure,-5.0,-5.0,2,-10.0
2017-12-01,BEL,actor1,direct_economic_action,6.9,6.9,4,27.6
2017-12-01,BEL,actor1,economic_policy_signal,3.4,3.4,1,3.4
2017-12-01,BEL,actor2,direct_economic_action,6.4,6.4,2,12.8
2017-12-01,DEU,actor1,direct_economic_action,7.15,7.4,4,28.6
2017-12-01,DEU,actor1,economic_policy_signal,0.0,0.0,2,0.0
2017-12-01,DEU,actor2,direct_economic_action,6.4,6.4,2,12.8
2017-12-01,DEU,actor2,economic_policy_signal,0.0,0.0,1,0.0
2017-12-01,ESP,actor1,economic_policy_signal,0.0,0.0,2,0.0
2017-12-01,ESP,actor2,economic_policy_signal,0.0,0.0,7,0.0
2017-12-01,FIN,actor2,direct_economic_action,6.8,6.4,5,34.0
2017-12-01,FRA,actor1,direct_economic_action,7.400000000000001,7.4,6,44.400000000000006
2017-12-01,FRA,actor2,direct_economic_action,7.066666666666667,7.4,6,42.400000000000006
2017-12-01,FRA,actor2,economic_policy_signal,0.0,0.0,2,0.0
2017-12-01,IRL,actor1,direct_economic_action,6.630769230769231,6.4,13,86.2
2017-12-01,IRL,actor1,economic_policy_signal,0.0,0.0,1,0.0
2017-12-01,IRL,actor2,direct_economic_action,6.65,6.4,4,26.6
2017-12-01,ITA,actor1,direct_economic_action,7.4,7.4,1,7.4
2017-12-01,ITA,actor1,economic_policy_signal,0.0,0.0,2,0.0
2017-12-01,ITA,actor2,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2017-12-01,ITA,actor2,economic_policy_signal,0.0,0.0,1,0.0
2017-12-01,LUX,actor1,direct_economic_action,7.4,7.4,1,7.4
2017-12-01,NLD,actor1,direct_economic_action,-8.0,-8.0,1,-8.0
2017-12-01,NLD,actor1,economic_policy_signal,3.4,3.4,2,6.8
2017-12-01,NLD,actor2,direct_economic_action,6.733333333333334,6.4,3,20.200000000000003
2017-12-01,PRT,actor1,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2018-01-01,BEL,actor1,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2018-01-01,DEU,actor1,direct_economic_action,6.9,6.9,10,69.0
2018-01-01,DEU,actor1,economic_policy_signal,0.0,0.0,1,0.0
2018-01-01,DEU,actor2,direct_economic_action,6.828571428571429,6.4,7,47.800000000000004
2018-01-01,DEU,actor2,economic_policy_signal,3.466666666666667,5.2,3,10.4
2018-01-01,ESP,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-01-01,ESP,actor1,economic_policy_signal,3.4,3.4,1,3.4
2018-01-01,ESP,actor2,direct_economic_action,7.4,7.4,4,29.6
2018-01-01,FRA,actor1,direct_economic_action,7.4,7.4,8,59.2
2018-01-01,FRA,actor1,economic_policy_signal,3.7142857142857144,5.2,7,26.0
2018-01-01,FRA,actor2,direct_economic_action,3.9200000000000004,6.4,5,19.6
2018-01-01,FRA,actor2,economic_policy_signal,0.0,0.0,1,0.0
2018-01-01,IRL,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2018-01-01,IRL,actor1,economic_policy_action,5.0,5.0,1,5.0
2018-01-01,IRL,actor2,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2018-01-01,ITA,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-01-01,ITA,actor2,direct_economic_action,7.4,7.4,2,14.8
2018-01-01,ITA,actor2,economic_policy_signal,0.0,0.0,1,0.0
2018-01-01,LUX,actor2,direct_economic_action,7.4,7.4,4,29.6
2018-01-01,NLD,actor1,direct_economic_action,7.4,7.4,4,29.6
2018-01-01,NLD,actor1,economic_policy_signal,0.0,0.0,1,0.0
2018-01-01,NLD,actor2,direct_economic_action,7.4,7.4,2,14.8
2018-01-01,NLD,actor2,economic_policy_signal,5.2,5.2,2,10.4
2018-02-01,AUT,actor1,economic_policy_signal,5.2,5.2,2,10.4
2018-02-01,BEL,actor1,direct_economic_action,7.4,7.4,2,14.8
2018-02-01,BEL,actor1,economic_policy_signal,3.4,3.4,1,3.4
2018-02-01,BEL,actor2,direct_economic_action,6.733333333333334,6.4,3,20.200000000000003
2018-02-01,DEU,actor1,direct_economic_action,6.9,6.9,4,27.6
2018-02-01,DEU,actor1,economic_policy_action,5.0,5.0,2,10.0
2018-02-01,DEU,actor1,economic_policy_signal,0.0,0.0,2,0.0
2018-02-01,DEU,actor2,direct_economic_action,6.900000000000001,6.9,6,41.400000000000006
2018-02-01,DEU,actor2,economic_policy_action,5.0,5.0,3,15.0
2018-02-01,ESP,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-02-01,ESP,actor2,direct_economic_action,7.4,7.4,2,14.8
2018-02-01,FIN,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-02-01,FIN,actor1,economic_policy_signal,3.4,3.4,1,3.4
2018-02-01,FRA,actor1,direct_economic_action,6.828571428571429,6.4,7,47.800000000000004
2018-02-01,FRA,actor1,economic_policy_signal,5.2,5.2,1,5.2
2018-02-01,FRA,actor2,direct_economic_action,7.4,7.4,2,14.8
2018-02-01,FRA,actor2,economic_policy_signal,0.0,0.0,2,0.0
2018-02-01,IRL,actor1,direct_economic_action,7.4,7.4,2,14.8
2018-02-01,IRL,actor1,economic_policy_action,5.0,5.0,1,5.0
2018-02-01,IRL,actor1,economic_policy_signal,0.85,0.0,4,3.4
2018-02-01,IRL,actor2,direct_economic_action,-8.0,-8.0,1,-8.0
2018-02-01,IRL,actor2,economic_policy_action,5.0,5.0,1,5.0
2018-02-01,IRL,actor2,economic_policy_signal,0.0,0.0,3,0.0
2018-02-01,ITA,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2018-02-01,ITA,actor1,economic_policy_signal,1.1333333333333333,0.0,3,3.4
2018-02-01,ITA,actor2,direct_economic_action,7.4,7.4,1,7.4
2018-02-01,ITA,actor2,economic_policy_signal,0.0,0.0,1,0.0
2018-02-01,LUX,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-02-01,NLD,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-02-01,NLD,actor1,economic_policy_signal,0.0,0.0,1,0.0
2018-02-01,PRT,actor1,economic_policy_action,5.0,5.0,3,15.0
2018-03-01,AUT,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-03-01,AUT,actor2,direct_economic_action,7.4,7.4,1,7.4
2018-03-01,BEL,actor1,direct_economic_action,7.4,7.4,2,14.8
2018-03-01,BEL,actor1,economic_policy_signal,5.2,5.2,1,5.2
2018-03-01,BEL,actor2,direct_economic_action,6.8,6.4,5,34.0
2018-03-01,BEL,actor2,economic_policy_signal,0.0,0.0,2,0.0
2018-03-01,DEU,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-03-01,DEU,actor2,direct_economic_action,1.6000000000000003,6.4,6,9.600000000000001
2018-03-01,DEU,actor2,economic_policy_signal,0.0,0.0,2,0.0
2018-03-01,DEU,actor2,economic_threat_pressure,-5.0,-5.0,2,-10.0
2018-03-01,ESP,actor1,economic_policy_signal,2.2666666666666666,3.4,3,6.8
2018-03-01,ESP,actor2,direct_economic_action,6.4,6.4,2,12.8
2018-03-01,ESP,actor2,economic_policy_signal,2.7199999999999998,3.4,5,13.599999999999998
2018-03-01,FIN,actor1,direct_economic_action,7.4,7.4,4,29.6
2018-03-01,FRA,actor1,direct_economic_action,7.400000000000001,7.4,6,44.400000000000006
2018-03-01,FRA,actor1,economic_policy_signal,0.0,0.0,4,0.0
2018-03-01,FRA,actor2,direct_economic_action,6.4,6.4,2,12.8
2018-03-01,FRA,actor2,economic_policy_signal,0.0,0.0,3,0.0
2018-03-01,IRL,actor1,direct_economic_action,-0.2999999999999998,-0.2999999999999998,2,-0.5999999999999996
2018-03-01,IRL,actor1,economic_policy_action,5.0,5.0,2,10.0
2018-03-01,IRL,actor1,economic_policy_signal,3.4,3.4,1,3.4
2018-03-01,IRL,actor2,direct_economic_action,6.9,6.9,2,13.8
2018-03-01,ITA,actor1,direct_economic_action,7.323076923076924,7.4,13,95.2
2018-03-01,ITA,actor1,economic_policy_signal,0.0,0.0,3,0.0
2018-03-01,ITA,actor2,direct_economic_action,7.15,7.4,4,28.6
2018-03-01,ITA,actor2,economic_policy_signal,0.0,0.0,2,0.0
2018-03-01,LUX,actor2,direct_economic_action,7.4,7.4,1,7.4
2018-03-01,NLD,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-03-01,NLD,actor1,economic_policy_signal,3.466666666666667,5.2,3,10.4
2018-03-01,NLD,actor2,economic_policy_signal,5.2,5.2,2,10.4
2018-03-01,PRT,actor1,economic_policy_signal,2.2666666666666666,3.4,3,6.8
2018-04-01,AUT,actor1,direct_economic_action,6.4,6.4,1,6.4
2018-04-01,BEL,actor1,direct_economic_action,7.4,7.4,2,14.8
2018-04-01,BEL,actor2,direct_economic_action,7.4,7.4,2,14.8
2018-04-01,DEU,actor1,direct_economic_action,6.9,6.9,10,69.0
2018-04-01,DEU,actor1,economic_policy_signal,2.6,2.6,4,10.4
2018-04-01,DEU,actor2,direct_economic_action,6.4,6.4,7,44.800000000000004
2018-04-01,DEU,actor2,economic_policy_signal,0.0,0.0,1,0.0
2018-04-01,ESP,actor1,direct_economic_action,6.971428571428572,7.4,7,48.800000000000004
2018-04-01,ESP,actor2,economic_policy_signal,0.0,0.0,6,0.0
2018-04-01,FIN,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-04-01,FIN,actor2,direct_economic_action,7.4,7.4,2,14.8
2018-04-01,FRA,actor1,direct_economic_action,-2.8666666666666667,-8.0,3,-8.6
2018-04-01,FRA,actor1,economic_policy_signal,1.7333333333333334,0.0,3,5.2
2018-04-01,FRA,actor2,direct_economic_action,6.9,6.9,2,13.8
2018-04-01,FRA,actor2,economic_policy_signal,0.0,0.0,4,0.0
2018-04-01,IRL,actor1,direct_economic_action,4.4,6.4,5,22.0
2018-04-01,IRL,actor1,economic_policy_signal,2.6,2.6,4,10.4
2018-04-01,IRL,actor2,direct_economic_action,6.4,6.4,2,12.8
2018-04-01,IRL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2018-04-01,ITA,actor1,direct_economic_action,6.4,6.4,4,25.6
2018-04-01,ITA,actor1,economic_policy_action,5.0,5.0,1,5.0
2018-04-01,ITA,actor1,economic_policy_signal,0.0,0.0,1,0.0
2018-04-01,ITA,actor2,direct_economic_action,2.1,6.9,6,12.600000000000001
2018-04-01,ITA,actor2,economic_policy_signal,5.2,5.2,1,5.2
2018-04-01,NLD,actor1,direct_economic_action,6.733333333333334,6.4,6,40.400000000000006
2018-04-01,NLD,actor2,direct_economic_action,7.025,7.4,8,56.2
2018-05-01,AUT,actor2,direct_economic_action,7.4,7.4,1,7.4
2018-05-01,BEL,actor1,direct_economic_action,7.15,7.4,8,57.2
2018-05-01,BEL,actor2,direct_economic_action,6.4,6.4,4,25.6
2018-05-01,BEL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2018-05-01,DEU,actor1,direct_economic_action,7.4,7.4,2,14.8
2018-05-01,DEU,actor1,economic_policy_signal,1.7,1.7,4,6.8
2018-05-01,DEU,actor2,direct_economic_action,1.7111111111111112,6.4,9,15.400000000000002
2018-05-01,ESP,actor1,direct_economic_action,6.9,6.9,2,13.8
2018-05-01,ESP,actor1,economic_policy_signal,0.0,0.0,2,0.0
2018-05-01,ESP,actor2,direct_economic_action,6.4,6.4,4,25.6
2018-05-01,FRA,actor1,direct_economic_action,5.533333333333334,6.4,12,66.4
2018-05-01,FRA,actor1,economic_policy_signal,0.0,0.0,1,0.0
2018-05-01,FRA,actor1,economic_threat_pressure,-5.8,-5.8,2,-11.6
2018-05-01,FRA,actor2,direct_economic_action,6.9,6.9,2,13.8
2018-05-01,FRA,actor2,economic_policy_signal,0.0,0.0,4,0.0
2018-05-01,FRA,actor2,economic_threat_pressure,-5.8,-5.8,3,-17.4
2018-05-01,IRL,actor1,direct_economic_action,7.15,7.4,4,28.6
2018-05-01,IRL,actor1,economic_policy_action,5.0,5.0,4,20.0
2018-05-01,IRL,actor1,economic_policy_signal,0.0,0.0,2,0.0
2018-05-01,IRL,actor2,direct_economic_action,7.2,7.4,5,36.0
2018-05-01,IRL,actor2,economic_policy_action,5.0,5.0,2,10.0
2018-05-01,IRL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2018-05-01,ITA,actor2,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2018-05-01,ITA,actor2,economic_policy_signal,0.0,0.0,2,0.0
2018-05-01,NLD,actor1,direct_economic_action,7.4,7.4,2,14.8
2018-05-01,PRT,actor1,economic_policy_signal,0.0,0.0,1,0.0
2018-06-01,AUT,actor1,economic_policy_signal,5.2,5.2,3,15.600000000000001
2018-06-01,AUT,actor2,economic_policy_signal,3.9000000000000004,5.2,4,15.600000000000001
2018-06-01,DEU,actor1,direct_economic_action,4.504347826086957,7.4,23,103.60000000000001
2018-06-01,DEU,actor1,economic_policy_signal,2.55,3.4,4,10.2
2018-06-01,DEU,actor2,direct_economic_action,4.833333333333333,7.4,6,29.0
2018-06-01,DEU,actor2,economic_policy_signal,2.2666666666666666,3.4,3,6.8
2018-06-01,ESP,actor1,direct_economic_action,7.4,7.4,1,7.4
2018-06-01,ESP,actor1,economic_policy_signal,3.9000000000000004,5.2,4,15.600000000000001
2018-06-01,ESP,actor2,direct_economic_action,7.4,7.4,1,7.4
2018-06-01,ESP,actor2,economic_policy_signal,5.2,5.2,3,15.600000000000001
2018-06-01,FIN,actor1,economic_policy_signal,0.0,0.0,1,0.0
2018-06-01,FRA,actor1,direct_economic_action,-0.2999999999999998,-0.2999999999999998,2,-0.5999999999999996
2018-06-01,FRA,actor1,economic_policy_signal,3.4,3.4,1,3.4
2018-06-01,FRA,actor2,direct_economic_action,6.733333333333334,6.4,3,20.200000000000003
2018-06-01,FRA,actor2,economic_policy_signal,0.0,0.0,1,0.0
2018-06-01,IRL,actor1,direct_economic_action,7.4,7.4,4,29.6
